C.Length,Ion,ion_air,ion_sensitivity,,Vth,vth_air,vth_sensitivity
245.2503215,9.73E-07,5.19E-14,1.87E+07,,0.17479379,0.42959254,0.593117259
245.2524646,9.73E-07,5.19E-14,1.87E+07,,0.1747942,0.42959254,0.593116305
245.2546078,9.73E-07,5.19E-14,1.87E+07,,0.174794609,0.42959254,0.593115353
245.256751,9.73E-07,5.19E-14,1.87E+07,,0.174795019,0.42959254,0.593114398
245.2588941,9.73E-07,5.19E-14,1.87E+07,,0.174795428,0.42959254,0.593113446
245.2610373,9.73E-07,5.19E-14,1.87E+07,,0.174795837,0.42959254,0.593112494
245.2631805,9.73E-07,5.19E-14,1.87E+07,,0.174796247,0.42959254,0.59311154
245.2653236,9.73E-07,5.19E-14,1.87E+07,,0.174796656,0.42959254,0.593110588
245.2674668,9.73E-07,5.19E-14,1.87E+07,,0.174797066,0.42959254,0.593109633
245.2696099,9.73E-07,5.19E-14,1.87E+07,,0.174797475,0.42959254,0.593108681
245.2717531,9.73E-07,5.19E-14,1.87E+07,,0.174797884,0.42959254,0.593107729
245.2738963,9.73E-07,5.19E-14,1.87E+07,,0.174798294,0.42959254,0.593106775
245.2760394,9.73E-07,5.19E-14,1.87E+07,,0.174798703,0.42959254,0.593105823
245.2781826,9.73E-07,5.19E-14,1.87E+07,,0.174799113,0.42959254,0.593104868
245.2803258,9.73E-07,5.19E-14,1.87E+07,,0.174799522,0.42959254,0.593103916
245.2824689,9.73E-07,5.19E-14,1.87E+07,,0.174799931,0.42959254,0.593102964
245.2846121,9.73E-07,5.19E-14,1.87E+07,,0.174800341,0.42959254,0.59310201
245.2867553,9.73E-07,5.19E-14,1.87E+07,,0.17480075,0.42959254,0.593101058
245.2888984,9.73E-07,5.19E-14,1.87E+07,,0.17480116,0.42959254,0.593100103
245.2910416,9.73E-07,5.19E-14,1.87E+07,,0.174801569,0.42959254,0.593099151
245.2931847,9.73E-07,5.19E-14,1.87E+07,,0.174801978,0.42959254,0.593098199
245.2953279,9.73E-07,5.19E-14,1.87E+07,,0.174802388,0.42959254,0.593097245
245.2974711,9.73E-07,5.19E-14,1.87E+07,,0.174802797,0.42959254,0.593096293
245.2996142,9.73E-07,5.19E-14,1.87E+07,,0.174803207,0.42959254,0.593095338
245.3017574,9.73E-07,5.19E-14,1.87E+07,,0.174803616,0.42959254,0.593094386
245.3039006,9.73E-07,5.19E-14,1.87E+07,,0.174804025,0.42959254,0.593093434
245.3060437,9.73E-07,5.19E-14,1.87E+07,,0.174804435,0.42959254,0.59309248
245.3081869,9.73E-07,5.19E-14,1.87E+07,,0.174804844,0.42959254,0.593091528
245.31033,9.73E-07,5.19E-14,1.87E+07,,0.174805253,0.42959254,0.593090576
245.3124732,9.73E-07,5.19E-14,1.87E+07,,0.174805663,0.42959254,0.593089621
245.3146164,9.73E-07,5.19E-14,1.87E+07,,0.174806072,0.42959254,0.593088669
245.3167595,9.73E-07,5.19E-14,1.87E+07,,0.174806482,0.42959254,0.593087715
245.3189027,9.73E-07,5.19E-14,1.87E+07,,0.174806891,0.42959254,0.593086763
245.3210459,9.72E-07,5.19E-14,1.87E+07,,0.1748073,0.42959254,0.593085811
245.323189,9.72E-07,5.19E-14,1.87E+07,,0.17480771,0.42959254,0.593084856
245.3253322,9.72E-07,5.19E-14,1.87E+07,,0.174808119,0.42959254,0.593083904
245.3274754,9.72E-07,5.19E-14,1.87E+07,,0.174808529,0.42959254,0.59308295
245.3296185,9.72E-07,5.19E-14,1.87E+07,,0.174808938,0.42959254,0.593081998
245.3317617,9.72E-07,5.19E-14,1.87E+07,,0.174809347,0.42959254,0.593081046
245.3339048,9.72E-07,5.19E-14,1.87E+07,,0.174809757,0.42959254,0.593080091
245.336048,9.72E-07,5.19E-14,1.87E+07,,0.174810166,0.42959254,0.593079139
245.3381912,9.72E-07,5.19E-14,1.87E+07,,0.174810576,0.42959254,0.593078185
245.3403343,9.72E-07,5.19E-14,1.87E+07,,0.174810985,0.42959254,0.593077233
245.3424775,9.72E-07,5.19E-14,1.87E+07,,0.174811394,0.42959254,0.593076281
245.3446207,9.72E-07,5.19E-14,1.87E+07,,0.174811804,0.42959254,0.593075326
245.3467638,9.72E-07,5.19E-14,1.87E+07,,0.174812213,0.42959254,0.593074374
245.348907,9.72E-07,5.19E-14,1.87E+07,,0.174812623,0.42959254,0.59307342
245.3510502,9.72E-07,5.19E-14,1.87E+07,,0.174813032,0.42959254,0.593072468
245.3531933,9.72E-07,5.19E-14,1.87E+07,,0.174813441,0.42959254,0.593071516
245.3553365,9.72E-07,5.19E-14,1.87E+07,,0.174813851,0.42959254,0.593070561
245.3574796,9.72E-07,5.19E-14,1.87E+07,,0.17481426,0.42959254,0.593069609
245.3596228,9.72E-07,5.19E-14,1.87E+07,,0.17481467,0.42959254,0.593068655
245.361766,9.72E-07,5.19E-14,1.87E+07,,0.174815079,0.42959254,0.593067703
245.3639091,9.72E-07,5.19E-14,1.87E+07,,0.174815488,0.42959254,0.593066751
245.3660523,9.72E-07,5.19E-14,1.87E+07,,0.174815898,0.42959254,0.593065796
245.3681955,9.72E-07,5.19E-14,1.87E+07,,0.174816307,0.42959254,0.593064844
245.3703386,9.72E-07,5.19E-14,1.87E+07,,0.174816717,0.42959254,0.59306389
245.3724818,9.72E-07,5.19E-14,1.87E+07,,0.174817126,0.42959254,0.593062938
245.3746249,9.72E-07,5.19E-14,1.87E+07,,0.174817535,0.42959254,0.593061986
245.3767681,9.72E-07,5.19E-14,1.87E+07,,0.174817945,0.42959254,0.593061031
245.3789113,9.72E-07,5.19E-14,1.87E+07,,0.174818354,0.42959254,0.593060079
245.3810544,9.72E-07,5.19E-14,1.87E+07,,0.174818764,0.42959254,0.593059125
245.3831976,9.72E-07,5.19E-14,1.87E+07,,0.174819173,0.42959254,0.593058173
245.3853408,9.72E-07,5.19E-14,1.87E+07,,0.174819582,0.42959254,0.593057221
245.3874839,9.72E-07,5.19E-14,1.87E+07,,0.174819992,0.42959254,0.593056266
245.3896271,9.72E-07,5.19E-14,1.87E+07,,0.174820401,0.42959254,0.593055314
245.3917703,9.72E-07,5.19E-14,1.87E+07,,0.174820811,0.42959254,0.59305436
245.3939134,9.72E-07,5.19E-14,1.87E+07,,0.17482122,0.42959254,0.593053408
245.3960566,9.72E-07,5.19E-14,1.87E+07,,0.174821629,0.42959254,0.593052456
245.3981997,9.72E-07,5.19E-14,1.87E+07,,0.174822039,0.42959254,0.593051501
245.4003429,9.72E-07,5.19E-14,1.87E+07,,0.174822448,0.42959254,0.593050549
245.4024861,9.72E-07,5.19E-14,1.87E+07,,0.174822857,0.42959254,0.593049597
245.4046292,9.72E-07,5.19E-14,1.87E+07,,0.174823267,0.42959254,0.593048643
245.4067724,9.72E-07,5.19E-14,1.87E+07,,0.174823676,0.42959254,0.593047691
245.4089156,9.72E-07,5.19E-14,1.87E+07,,0.174824086,0.42959254,0.593046736
245.4110587,9.72E-07,5.19E-14,1.87E+07,,0.174824495,0.42959254,0.593045784
245.4132019,9.72E-07,5.19E-14,1.87E+07,,0.174824904,0.42959254,0.593044832
245.415345,9.72E-07,5.19E-14,1.87E+07,,0.174825314,0.42959254,0.593043878
245.4174882,9.72E-07,5.19E-14,1.87E+07,,0.174825723,0.42959254,0.593042926
245.4196314,9.72E-07,5.19E-14,1.87E+07,,0.174826133,0.42959254,0.593041972
245.4217745,9.72E-07,5.19E-14,1.87E+07,,0.174826542,0.42959254,0.593041019
245.4239177,9.72E-07,5.19E-14,1.87E+07,,0.174826951,0.42959254,0.593040067
245.4260609,9.72E-07,5.19E-14,1.87E+07,,0.174827361,0.42959254,0.593039113
245.428204,9.72E-07,5.19E-14,1.87E+07,,0.17482777,0.42959254,0.593038161
245.4303472,9.72E-07,5.19E-14,1.87E+07,,0.17482818,0.42959254,0.593037207
245.4324904,9.72E-07,5.19E-14,1.87E+07,,0.174828589,0.42959254,0.593036254
245.4346335,9.72E-07,5.19E-14,1.87E+07,,0.174828998,0.42959254,0.593035302
245.4367767,9.72E-07,5.19E-14,1.87E+07,,0.174829408,0.42959254,0.593034348
245.4389198,9.72E-07,5.19E-14,1.87E+07,,0.174829817,0.42959254,0.593033396
245.441063,9.72E-07,5.19E-14,1.87E+07,,0.174830227,0.42959254,0.593032442
245.4432062,9.72E-07,5.19E-14,1.87E+07,,0.174830636,0.42959254,0.593031489
245.4453493,9.72E-07,5.19E-14,1.87E+07,,0.174831045,0.42959254,0.593030537
245.4474925,9.72E-07,5.19E-14,1.87E+07,,0.174831455,0.42959254,0.593029583
245.4496357,9.72E-07,5.19E-14,1.87E+07,,0.174831864,0.42959254,0.593028631
245.4517788,9.72E-07,5.19E-14,1.87E+07,,0.174832274,0.42959254,0.593027677
245.453922,9.72E-07,5.19E-14,1.87E+07,,0.174832683,0.42959254,0.593026725
245.4560652,9.72E-07,5.19E-14,1.87E+07,,0.174833092,0.42959254,0.593025772
245.4582083,9.72E-07,5.19E-14,1.87E+07,,0.174833502,0.42959254,0.593024818
245.4603515,9.72E-07,5.19E-14,1.87E+07,,0.174833911,0.42959254,0.593023866
245.4624946,9.72E-07,5.19E-14,1.87E+07,,0.174834321,0.42959254,0.593022912
245.4646378,9.72E-07,5.19E-14,1.87E+07,,0.17483473,0.42959254,0.59302196
245.466781,9.72E-07,5.19E-14,1.87E+07,,0.174835139,0.42959254,0.593021007
245.4689241,9.72E-07,5.19E-14,1.87E+07,,0.174835549,0.42959254,0.593020053
245.4710673,9.72E-07,5.19E-14,1.87E+07,,0.174835958,0.42959254,0.593019101
245.4732105,9.72E-07,5.19E-14,1.87E+07,,0.174836368,0.42959254,0.593018147
245.4753536,9.72E-07,5.19E-14,1.87E+07,,0.174836777,0.42959254,0.593017195
245.4774968,9.72E-07,5.19E-14,1.87E+07,,0.174837186,0.42959254,0.593016242
245.4796399,9.72E-07,5.19E-14,1.87E+07,,0.174837596,0.42959254,0.593015288
245.4817831,9.72E-07,5.19E-14,1.87E+07,,0.174838005,0.42959254,0.593014336
245.4839263,9.72E-07,5.19E-14,1.87E+07,,0.174838415,0.42959254,0.593013382
245.4860694,9.72E-07,5.19E-14,1.87E+07,,0.174838824,0.42959254,0.59301243
245.4882126,9.72E-07,5.19E-14,1.87E+07,,0.174839233,0.42959254,0.593011477
245.4903558,9.72E-07,5.19E-14,1.87E+07,,0.174839643,0.42959254,0.593010523
245.4924989,9.72E-07,5.19E-14,1.87E+07,,0.174840052,0.42959254,0.593009571
245.4946421,9.72E-07,5.19E-14,1.87E+07,,0.174840462,0.42959254,0.593008617
245.4967853,9.72E-07,5.19E-14,1.87E+07,,0.174840871,0.42959254,0.593007665
245.4989284,9.72E-07,5.19E-14,1.87E+07,,0.17484128,0.42959254,0.593006713
245.5010716,9.72E-07,5.19E-14,1.87E+07,,0.17484169,0.42959254,0.593005758
245.5032147,9.72E-07,5.19E-14,1.87E+07,,0.174842099,0.42959254,0.593004806
245.5053579,9.72E-07,5.19E-14,1.87E+07,,0.174842508,0.42959254,0.593003854
245.5075011,9.72E-07,5.19E-14,1.87E+07,,0.174842918,0.42959254,0.5930029
245.5096442,9.72E-07,5.19E-14,1.87E+07,,0.174843327,0.42959254,0.593001948
245.5117874,9.72E-07,5.19E-14,1.87E+07,,0.174843737,0.42959254,0.593000993
245.5139306,9.72E-07,5.19E-14,1.87E+07,,0.174844146,0.42959254,0.593000041
245.5160737,9.72E-07,5.19E-14,1.87E+07,,0.174844555,0.42959254,0.592999089
245.5182169,9.72E-07,5.19E-14,1.87E+07,,0.174844965,0.42959254,0.592998135
245.5203601,9.72E-07,5.19E-14,1.87E+07,,0.174845374,0.42959254,0.592997183
245.5225032,9.72E-07,5.19E-14,1.87E+07,,0.174845784,0.42959254,0.592996228
245.5246464,9.72E-07,5.19E-14,1.87E+07,,0.174846193,0.42959254,0.592995276
245.5267895,9.72E-07,5.19E-14,1.87E+07,,0.174846602,0.42959254,0.592994324
245.5289327,9.72E-07,5.19E-14,1.87E+07,,0.174847012,0.42959254,0.59299337
245.5310759,9.72E-07,5.19E-14,1.87E+07,,0.174847421,0.42959254,0.592992418
245.533219,9.72E-07,5.19E-14,1.87E+07,,0.174847831,0.42959254,0.592991463
245.5353622,9.72E-07,5.19E-14,1.87E+07,,0.17484824,0.42959254,0.592990511
245.5375054,9.72E-07,5.19E-14,1.87E+07,,0.174848649,0.42959254,0.592989559
245.5396485,9.72E-07,5.19E-14,1.87E+07,,0.174849059,0.42959254,0.592988605
245.5417917,9.72E-07,5.19E-14,1.87E+07,,0.174849468,0.42959254,0.592987653
245.5439348,9.72E-07,5.19E-14,1.87E+07,,0.174849878,0.42959254,0.592986698
245.546078,9.71E-07,5.19E-14,1.87E+07,,0.174850287,0.42959254,0.592985746
245.5482212,9.71E-07,5.19E-14,1.87E+07,,0.174850696,0.42959254,0.592984794
245.5503643,9.71E-07,5.19E-14,1.87E+07,,0.174851106,0.42959254,0.59298384
245.5525075,9.71E-07,5.19E-14,1.87E+07,,0.174851515,0.42959254,0.592982888
245.5546507,9.71E-07,5.19E-14,1.87E+07,,0.174851925,0.42959254,0.592981933
245.5567938,9.71E-07,5.19E-14,1.87E+07,,0.174852334,0.42959254,0.592980981
245.558937,9.71E-07,5.19E-14,1.87E+07,,0.174852743,0.42959254,0.592980029
245.5610802,9.71E-07,5.19E-14,1.87E+07,,0.174853153,0.42959254,0.592979075
245.5632233,9.71E-07,5.19E-14,1.87E+07,,0.174853562,0.42959254,0.592978123
245.5653665,9.71E-07,5.19E-14,1.87E+07,,0.174853972,0.42959254,0.592977168
245.5675096,9.71E-07,5.19E-14,1.87E+07,,0.174854381,0.42959254,0.592976216
245.5696528,9.71E-07,5.19E-14,1.87E+07,,0.17485479,0.42959254,0.592975264
245.571796,9.71E-07,5.19E-14,1.87E+07,,0.1748552,0.42959254,0.59297431
245.5739391,9.71E-07,5.19E-14,1.87E+07,,0.174855609,0.42959254,0.592973358
245.5760823,9.71E-07,5.19E-14,1.87E+07,,0.174856019,0.42959254,0.592972403
245.5782255,9.71E-07,5.19E-14,1.87E+07,,0.174856428,0.42959254,0.592971451
245.5803686,9.71E-07,5.19E-14,1.87E+07,,0.174856837,0.42959254,0.592970499
245.5825118,9.71E-07,5.19E-14,1.87E+07,,0.174857247,0.42959254,0.592969545
245.584655,9.71E-07,5.19E-14,1.87E+07,,0.174857656,0.42959254,0.592968593
245.5867981,9.71E-07,5.19E-14,1.87E+07,,0.174858066,0.42959254,0.592967638
245.5889413,9.71E-07,5.19E-14,1.87E+07,,0.174858475,0.42959254,0.592966686
245.5910844,9.71E-07,5.19E-14,1.87E+07,,0.174858884,0.42959254,0.592965734
245.5932276,9.71E-07,5.19E-14,1.87E+07,,0.174859294,0.42959254,0.59296478
245.5953708,9.71E-07,5.19E-14,1.87E+07,,0.174859703,0.42959254,0.592963828
245.5975139,9.71E-07,5.19E-14,1.87E+07,,0.174860113,0.42959254,0.592962873
245.5996571,9.71E-07,5.19E-14,1.87E+07,,0.174860522,0.42959254,0.592961921
245.6018003,9.71E-07,5.19E-14,1.87E+07,,0.174860931,0.42959254,0.592960969
245.6039434,9.71E-07,5.19E-14,1.87E+07,,0.174861341,0.42959254,0.592960015
245.6060866,9.71E-07,5.19E-14,1.87E+07,,0.17486175,0.42959254,0.592959063
245.6082297,9.71E-07,5.19E-14,1.87E+07,,0.174862159,0.42959254,0.592958111
245.6103729,9.71E-07,5.19E-14,1.87E+07,,0.174862569,0.42959254,0.592957156
245.6125161,9.71E-07,5.19E-14,1.87E+07,,0.174862978,0.42959254,0.592956204
245.6146592,9.71E-07,5.19E-14,1.87E+07,,0.174863388,0.42959254,0.59295525
245.6168024,9.71E-07,5.19E-14,1.87E+07,,0.174863797,0.42959254,0.592954298
245.6189456,9.71E-07,5.19E-14,1.87E+07,,0.174864206,0.42959254,0.592953346
245.6210887,9.71E-07,5.19E-14,1.87E+07,,0.174864616,0.42959254,0.592952391
245.6232319,9.71E-07,5.19E-14,1.87E+07,,0.174865025,0.42959254,0.592951439
245.6253751,9.71E-07,5.19E-14,1.87E+07,,0.174865435,0.42959254,0.592950485
245.6275182,9.71E-07,5.19E-14,1.87E+07,,0.174865844,0.42959254,0.592949533
245.6296614,9.71E-07,5.19E-14,1.87E+07,,0.174866253,0.42959254,0.592948581
245.6318045,9.71E-07,5.19E-14,1.87E+07,,0.174866663,0.42959254,0.592947626
245.6339477,9.71E-07,5.19E-14,1.87E+07,,0.174867072,0.42959254,0.592946674
245.6360909,9.71E-07,5.19E-14,1.87E+07,,0.174867482,0.42959254,0.59294572
245.638234,9.71E-07,5.19E-14,1.87E+07,,0.174867891,0.42959254,0.592944768
245.6403772,9.71E-07,5.19E-14,1.87E+07,,0.1748683,0.42959254,0.592943816
245.6425204,9.71E-07,5.19E-14,1.87E+07,,0.17486871,0.42959254,0.592942861
245.6446635,9.71E-07,5.19E-14,1.87E+07,,0.174869119,0.42959254,0.592941909
245.6468067,9.71E-07,5.19E-14,1.87E+07,,0.174869529,0.42959254,0.592940955
245.6489498,9.71E-07,5.19E-14,1.87E+07,,0.174869938,0.42959254,0.592940003
245.651093,9.71E-07,5.19E-14,1.87E+07,,0.174870347,0.42959254,0.592939051
245.6532362,9.71E-07,5.19E-14,1.87E+07,,0.174870757,0.42959254,0.592938096
245.6553793,9.71E-07,5.19E-14,1.87E+07,,0.174871166,0.42959254,0.592937144
245.6575225,9.71E-07,5.19E-14,1.87E+07,,0.174871576,0.42959254,0.59293619
245.6596657,9.71E-07,5.19E-14,1.87E+07,,0.174871985,0.42959254,0.592935238
245.6618088,9.71E-07,5.19E-14,1.87E+07,,0.174872394,0.42959254,0.592934286
245.663952,9.71E-07,5.19E-14,1.87E+07,,0.174872804,0.42959254,0.592933331
245.6660952,9.71E-07,5.19E-14,1.87E+07,,0.174873213,0.42959254,0.592932379
245.6682383,9.71E-07,5.19E-14,1.87E+07,,0.174873623,0.42959254,0.592931425
245.6703815,9.71E-07,5.19E-14,1.87E+07,,0.174874032,0.42959254,0.592930473
245.6725246,9.71E-07,5.19E-14,1.87E+07,,0.174874441,0.42959254,0.592929521
245.6746678,9.71E-07,5.19E-14,1.87E+07,,0.174874851,0.42959254,0.592928566
245.676811,9.71E-07,5.19E-14,1.87E+07,,0.17487526,0.42959254,0.592927614
245.6789541,9.71E-07,5.19E-14,1.87E+07,,0.17487567,0.42959254,0.59292666
245.6810973,9.71E-07,5.19E-14,1.87E+07,,0.174876079,0.42959254,0.592925708
245.6832405,9.71E-07,5.19E-14,1.87E+07,,0.174876488,0.42959254,0.592924756
245.6853836,9.71E-07,5.19E-14,1.87E+07,,0.174876898,0.42959254,0.592923801
245.6875268,9.71E-07,5.19E-14,1.87E+07,,0.174877307,0.42959254,0.592922849
245.68967,9.71E-07,5.19E-14,1.87E+07,,0.174877717,0.42959254,0.592921895
245.6918131,9.71E-07,5.19E-14,1.87E+07,,0.174878126,0.42959254,0.592920943
245.6939563,9.71E-07,5.19E-14,1.87E+07,,0.174878535,0.42959254,0.592919991
245.6960994,9.71E-07,5.19E-14,1.87E+07,,0.174878945,0.42959254,0.592919036
245.6982426,9.71E-07,5.19E-14,1.87E+07,,0.174879354,0.42959254,0.592918084
245.7003858,9.71E-07,5.19E-14,1.87E+07,,0.174879763,0.42959254,0.592917132
245.7025289,9.71E-07,5.19E-14,1.87E+07,,0.174880173,0.42959254,0.592916178
245.7046721,9.71E-07,5.19E-14,1.87E+07,,0.174880582,0.42959254,0.592915226
245.7068153,9.71E-07,5.19E-14,1.87E+07,,0.174880992,0.42959254,0.592914271
245.7089584,9.71E-07,5.19E-14,1.87E+07,,0.174881401,0.42959254,0.592913319
245.7111016,9.71E-07,5.19E-14,1.87E+07,,0.17488181,0.42959254,0.592912367
245.7132447,9.71E-07,5.19E-14,1.87E+07,,0.17488222,0.42959254,0.592911413
245.7153879,9.71E-07,5.19E-14,1.87E+07,,0.174882629,0.42959254,0.592910461
245.7175311,9.71E-07,5.19E-14,1.87E+07,,0.174883039,0.42959254,0.592909506
245.7196742,9.71E-07,5.19E-14,1.87E+07,,0.174883448,0.42959254,0.592908554
245.7218174,9.71E-07,5.19E-14,1.87E+07,,0.174883857,0.42959254,0.592907602
245.7239606,9.71E-07,5.19E-14,1.87E+07,,0.174884267,0.42959254,0.592906648
245.7261037,9.71E-07,5.19E-14,1.87E+07,,0.174884676,0.42959254,0.592905696
245.7282469,9.71E-07,5.19E-14,1.87E+07,,0.174885086,0.42959254,0.592904741
245.7303901,9.71E-07,5.19E-14,1.87E+07,,0.174885495,0.42959254,0.592903789
245.7325332,9.71E-07,5.19E-14,1.87E+07,,0.174885904,0.42959254,0.592902837
245.7346764,9.71E-07,5.19E-14,1.87E+07,,0.174886314,0.42959254,0.592901883
245.7368195,9.71E-07,5.19E-14,1.87E+07,,0.174886723,0.42959254,0.592900931
245.7389627,9.71E-07,5.19E-14,1.87E+07,,0.174887133,0.42959254,0.592899976
245.7411059,9.71E-07,5.19E-14,1.87E+07,,0.174887542,0.42959254,0.592899024
245.743249,9.71E-07,5.19E-14,1.87E+07,,0.174887951,0.42959254,0.592898072
245.7453922,9.71E-07,5.19E-14,1.87E+07,,0.174888361,0.42959254,0.592897118
245.7475354,9.71E-07,5.19E-14,1.87E+07,,0.17488877,0.42959254,0.592896166
245.7496785,9.71E-07,5.19E-14,1.87E+07,,0.17488918,0.42959254,0.592895212
245.7518217,9.71E-07,5.19E-14,1.87E+07,,0.174889589,0.42959254,0.592894259
245.7539649,9.71E-07,5.19E-14,1.87E+07,,0.174889998,0.42959254,0.592893307
245.756108,9.71E-07,5.19E-14,1.87E+07,,0.174890408,0.42959254,0.592892353
245.7582512,9.71E-07,5.19E-14,1.87E+07,,0.174890817,0.42959254,0.592891401
245.7603943,9.71E-07,5.19E-14,1.87E+07,,0.174891227,0.42959254,0.592890447
245.7625375,9.71E-07,5.19E-14,1.87E+07,,0.174891636,0.42959254,0.592889494
245.7646807,9.71E-07,5.19E-14,1.87E+07,,0.174892045,0.42959254,0.592888542
245.7668238,9.71E-07,5.19E-14,1.87E+07,,0.174892455,0.42959254,0.592887588
245.768967,9.71E-07,5.19E-14,1.87E+07,,0.174892864,0.42959254,0.592886636
245.7711102,9.71E-07,5.19E-14,1.87E+07,,0.174893274,0.42959254,0.592885682
245.7732533,9.70E-07,5.19E-14,1.87E+07,,0.174893683,0.42959254,0.592884729
245.7753965,9.70E-07,5.19E-14,1.87E+07,,0.174894092,0.42959254,0.592883777
245.7775396,9.70E-07,5.19E-14,1.87E+07,,0.174894502,0.42959254,0.592882823
245.7796828,9.70E-07,5.19E-14,1.87E+07,,0.174894911,0.42959254,0.592881871
245.781826,9.70E-07,5.19E-14,1.87E+07,,0.174895321,0.42959254,0.592880917
245.7839691,9.70E-07,5.19E-14,1.87E+07,,0.17489573,0.42959254,0.592879965
245.7861123,9.70E-07,5.19E-14,1.87E+07,,0.174896139,0.42959254,0.592879012
245.7882555,9.70E-07,5.19E-14,1.87E+07,,0.174896549,0.42959254,0.592878058
245.7903986,9.70E-07,5.19E-14,1.87E+07,,0.174896958,0.42959254,0.592877106
245.7925418,9.70E-07,5.19E-14,1.87E+07,,0.174897368,0.42959254,0.592876152
245.794685,9.70E-07,5.19E-14,1.87E+07,,0.174897777,0.42959254,0.5928752
245.7968281,9.70E-07,5.19E-14,1.87E+07,,0.174898186,0.42959254,0.592874247
245.7989713,9.70E-07,5.19E-14,1.87E+07,,0.174898596,0.42959254,0.592873293
245.8011144,9.70E-07,5.19E-14,1.87E+07,,0.174899005,0.42959254,0.592872341
245.8032576,9.70E-07,5.19E-14,1.87E+07,,0.174899414,0.42959254,0.592871389
245.8054008,9.70E-07,5.19E-14,1.87E+07,,0.174899824,0.42959254,0.592870435
245.8075439,9.70E-07,5.19E-14,1.87E+07,,0.174900233,0.42959254,0.592869482
245.8096871,9.70E-07,5.19E-14,1.87E+07,,0.174900643,0.42959254,0.592868528
245.8118303,9.70E-07,5.19E-14,1.87E+07,,0.174901052,0.42959254,0.592867576
245.8139734,9.70E-07,5.19E-14,1.87E+07,,0.174901461,0.42959254,0.592866624
245.8161166,9.70E-07,5.19E-14,1.87E+07,,0.174901871,0.42959254,0.59286567
245.8182598,9.70E-07,5.19E-14,1.87E+07,,0.17490228,0.42959254,0.592864717
245.8204029,9.70E-07,5.19E-14,1.87E+07,,0.17490269,0.42959254,0.592863763
245.8225461,9.70E-07,5.19E-14,1.87E+07,,0.174903099,0.42959254,0.592862811
245.8246892,9.70E-07,5.19E-14,1.87E+07,,0.174903508,0.42959254,0.592861859
245.8268324,9.70E-07,5.19E-14,1.87E+07,,0.174903918,0.42959254,0.592860905
245.8289756,9.70E-07,5.19E-14,1.87E+07,,0.174904327,0.42959254,0.592859953
245.8311187,9.70E-07,5.19E-14,1.87E+07,,0.174904737,0.42959254,0.592858998
245.8332619,9.70E-07,5.19E-14,1.87E+07,,0.174905146,0.42959254,0.592858046
245.8354051,9.70E-07,5.19E-14,1.87E+07,,0.174905555,0.42959254,0.592857094
245.8375482,9.70E-07,5.19E-14,1.87E+07,,0.174905965,0.42959254,0.59285614
245.8396914,9.70E-07,5.19E-14,1.87E+07,,0.174906374,0.42959254,0.592855188
245.8418345,9.70E-07,5.19E-14,1.87E+07,,0.174906784,0.42959254,0.592854233
245.8439777,9.70E-07,5.19E-14,1.87E+07,,0.174907193,0.42959254,0.592853281
245.8461209,9.70E-07,5.19E-14,1.87E+07,,0.174907602,0.42959254,0.592852329
245.848264,9.70E-07,5.19E-14,1.87E+07,,0.174908012,0.42959254,0.592851375
245.8504072,9.70E-07,5.19E-14,1.87E+07,,0.174908421,0.42959254,0.592850423
245.8525504,9.70E-07,5.19E-14,1.87E+07,,0.174908831,0.42959254,0.592849468
245.8546935,9.70E-07,5.19E-14,1.87E+07,,0.17490924,0.42959254,0.592848516
245.8568367,9.70E-07,5.19E-14,1.87E+07,,0.174909649,0.42959254,0.592847564
245.8589799,9.70E-07,5.19E-14,1.87E+07,,0.174910059,0.42959254,0.59284661
245.861123,9.70E-07,5.19E-14,1.87E+07,,0.174910468,0.42959254,0.592845658
245.8632662,9.70E-07,5.19E-14,1.87E+07,,0.174910878,0.42959254,0.592844703
245.8654093,9.70E-07,5.19E-14,1.87E+07,,0.174911287,0.42959254,0.592843751
245.8675525,9.70E-07,5.19E-14,1.87E+07,,0.174911696,0.42959254,0.592842799
245.8696957,9.70E-07,5.19E-14,1.87E+07,,0.174912106,0.42959254,0.592841845
245.8718388,9.70E-07,5.19E-14,1.87E+07,,0.174912515,0.42959254,0.592840893
245.873982,9.70E-07,5.19E-14,1.87E+07,,0.174912925,0.42959254,0.592839938
245.8761252,9.70E-07,5.19E-14,1.87E+07,,0.174913334,0.42959254,0.592838986
245.8782683,9.70E-07,5.19E-14,1.87E+07,,0.174913743,0.42959254,0.592838034
245.8804115,9.70E-07,5.19E-14,1.87E+07,,0.174914153,0.42959254,0.59283708
245.8825547,9.70E-07,5.19E-14,1.87E+07,,0.174914562,0.42959254,0.592836128
245.8846978,9.70E-07,5.19E-14,1.87E+07,,0.174914972,0.42959254,0.592835173
245.886841,9.70E-07,5.19E-14,1.87E+07,,0.174915381,0.42959254,0.592834221
245.8889841,9.70E-07,5.19E-14,1.87E+07,,0.17491579,0.42959254,0.592833269
245.8911273,9.70E-07,5.19E-14,1.87E+07,,0.1749162,0.42959254,0.592832315
245.8932705,9.70E-07,5.19E-14,1.87E+07,,0.174916609,0.42959254,0.592831363
245.8954136,9.70E-07,5.19E-14,1.87E+07,,0.174917018,0.42959254,0.592830411
245.8975568,9.70E-07,5.19E-14,1.87E+07,,0.174917428,0.42959254,0.592829456
245.8997,9.70E-07,5.19E-14,1.87E+07,,0.174917837,0.42959254,0.592828504
